,airline,departure,departureLat,departureLong,destination,destinationLat,destinationLong,layover,layoverLat,layoverLong,price,stops,travelTime
232,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,3.87
233,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,4.23
234,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,4.75
235,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,4.87
236,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,4.98
237,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,5.35
238,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,5.63
239,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,294,1,6.45
240,United,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,IAD,38.95216,-77.44883,295,1,3.7199999999999998
241,United,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,IAD,38.95216,-77.44883,295,1,3.9
242,United,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,IAD,38.95216,-77.44883,295,1,4.17
243,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,295,1,4.47
244,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,295,1,5.47
245,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,295,1,6.55
246,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,295,1,7.0
247,United,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ORD,41.97707,-87.901184,301,1,5.8
248,JetBlue Airways,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,FLL,26.072435,-80.1436,308,1,6.63
249,United,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ZZZ,40,-100,314,0,2.25
250,JetBlue Airways,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,BOS,42.36514,-71.01889,321,1,7.57
251,JetBlue Airways,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,BOS,42.36514,-71.01889,327,1,8.87
252,United,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ZZZ,40,-100,346,0,2.23
253,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,353,1,4.0
254,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,353,1,4.65
255,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,353,1,5.62
256,American Airlines,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,CLT,35.220448,-80.94377,353,1,7.12
257,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,4.0
258,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,4.87
259,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,5.0
260,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,5.07
261,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,5.48
262,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,5.68
263,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,6.0
264,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,6.68
265,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,6.73
266,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,354,1,6.93
267,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,DTW,42.20911,-83.356346,431,1,5.02
268,Delta,CHS,32.885193,-80.03694,EWR,40.69297,-74.17799,ATL,33.640545,-84.43341,431,1,5.33
269,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,167,1,7.23
270,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,167,1,7.75
271,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,167,1,8.97
272,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,CLT,35.220448,-80.94377,182,1,9.23
273,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,CLT,35.220448,-80.94377,215,1,7.35
274,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,CLT,35.220448,-80.94377,215,1,7.4
275,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,CLT,35.220448,-80.94377,215,1,7.62
276,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,CLT,35.220448,-80.94377,215,1,9.32
277,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,229,1,6.23
278,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,229,1,8.28
279,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,IAH,29.9872,-95.34774,246,1,7.5
280,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ORD,41.97707,-87.901184,246,1,8.18
281,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,264,1,7.23
282,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,DFW,32.899193,-97.04005,304,1,9.4
283,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,319,1,6.6
284,Delta,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ATL,33.640545,-84.43341,319,1,8.05
285,JetBlue Airways,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,JFK,40.645123,-73.78461,347,1,9.0
286,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,DFW,32.899193,-97.04005,359,1,8.75
287,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,IAH,29.9872,-95.34774,366,1,6.92
288,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ORD,41.97707,-87.901184,366,1,7.88
289,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,IAH,29.9872,-95.34774,366,1,9.6
290,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,DFW,32.899193,-97.04005,403,1,7.25
291,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,DFW,32.899193,-97.04005,404,1,7.08
292,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,ORD,41.97707,-87.901184,425,1,7.88
293,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,MIA,25.795565,-80.27813,425,1,8.35
294,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,EWR,40.69297,-74.17799,425,1,11.45
295,JetBlue Airways,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,BOS,42.36514,-71.01889,429,1,9.5
296,JetBlue Airways,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,BOS,42.36514,-71.01889,429,1,10.8
297,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,EWR,40.69297,-74.17799,453,1,9.87
298,JetBlue Airways,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,JFK,40.645123,-73.78461,456,1,8.42
299,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,IAD,38.95216,-77.44883,464,1,7.42
300,United,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,IAD,38.95216,-77.44883,489,1,7.3
301,Alaska Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,SEA,47.44359,-122.302505,587,1,10.67
302,American Airlines,CHS,32.885193,-80.03694,LAS,36.0831,-115.14443,CLT,35.220448,-80.94377,842,1,7.15
303,JetBlue Airways,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,154,0,2.23
304,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,174,0,2.18
305,JetBlue Airways,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,194,0,1.92
306,JetBlue Airways,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,194,0,2.18
307,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,228,1,3.82
308,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,228,1,5.15
309,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,228,1,5.92
310,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,243,0,1.9300000000000002
311,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,243,0,2.17
312,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,251,1,4.92
313,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,251,1,5.02
314,JetBlue Airways,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ZZZ,40,-100,314,0,2.0
315,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,321,1,3.9699999999999998
316,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,321,1,4.48
317,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,321,1,4.58
318,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,321,1,6.18
319,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,322,1,6.13
320,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,DCA,38.853664,-77.0426,322,1,6.68
321,American Airlines,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,CLT,35.220448,-80.94377,391,1,4.8
322,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,402,1,4.45
323,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,402,1,6.13
324,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,402,1,7.38
325,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,502,1,4.53
326,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,672,1,4.58
327,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,672,1,5.58
328,Delta,CHS,32.885193,-80.03694,JFK,40.645123,-73.78461,ATL,33.640545,-84.43341,672,1,6.58
329,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ZZZ,40,-100,111,0,1.83
330,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ZZZ,40,-100,136,0,1.87
331,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ZZZ,40,-100,195,0,1.72
332,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ZZZ,40,-100,195,0,1.78
333,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,242,1,4.1
334,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,242,1,4.35
335,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,242,1,5.22
336,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,242,1,5.93
337,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,242,1,6.92
338,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,IAH,29.9872,-95.34774,247,1,6.12
339,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ORD,41.97707,-87.901184,271,1,10.82
340,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,EWR,40.69297,-74.17799,278,1,10.43
341,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,EWR,40.69297,-74.17799,278,1,11.43
342,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,284,1,5.88
343,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,284,1,7.1
344,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,IAH,29.9872,-95.34774,288,1,6.43
345,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,IAH,29.9872,-95.34774,288,1,8.42
346,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,EWR,40.69297,-74.17799,313,1,7.05
347,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,319,1,4.07
348,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,EWR,40.69297,-74.17799,321,1,9.18
349,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,8.63
350,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,9.37
351,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,9.63
352,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,9.72
353,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,10.63
354,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,10.72
355,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,325,1,10.73
356,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,338,1,4.52
357,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,338,1,4.87
358,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,338,1,5.17
359,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,338,1,5.93
360,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,338,1,6.02
361,American Airlines,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,CLT,35.220448,-80.94377,338,1,6.48
362,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,3.82
363,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,3.88
364,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,3.9
365,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,4.13
366,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,4.25
367,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,4.77
368,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,4.9
369,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,4.9
370,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,5.25
371,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,5.28
372,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,6.25
373,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,6.37
374,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,6.92
375,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,339,1,7.03
376,United,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,EWR,40.69297,-74.17799,362,1,5.8
377,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,400,1,10.62
378,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,493,1,7.37
379,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,493,1,8.37
380,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,525,1,8.12
381,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,525,1,8.8
382,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,525,1,9.13
383,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,ATL,33.640545,-84.43341,525,1,11.15
384,Delta,CHS,32.885193,-80.03694,MIA,25.795565,-80.27813,JFK,40.645123,-73.78461,792,1,7.85
385,Frontier Airlines,CHS,32.885193,-80.03694,TTN,40.277077,-74.818016,ZZZ,40,-100,134,0,1.8199999999999998
386,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,196,1,4.9
387,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,196,1,5.67
388,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,233,1,3.77
389,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,233,1,4.45
390,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,233,1,5.82
391,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,234,1,5.37
392,United,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ORD,41.97707,-87.901184,287,1,7.43
393,JetBlue Airways,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,BOS,42.36514,-71.01889,300,1,8.98
394,JetBlue Airways,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,BOS,42.36514,-71.01889,300,1,10.28
395,JetBlue Airways,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,BOS,42.36514,-71.01889,307,1,4.72
396,JetBlue Airways,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,BOS,42.36514,-71.01889,307,1,6.02
397,JetBlue Airways,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,BOS,42.36514,-71.01889,307,1,6.58
398,United,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ORD,41.97707,-87.901184,322,1,8.2
399,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,327,1,3.98
400,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,327,1,4.03
401,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,327,1,5.18
402,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,327,1,6.15
403,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,327,1,6.68
404,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,328,1,5.13
405,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,328,1,6.58
406,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,328,1,6.75
407,JetBlue Airways,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,BOS,42.36514,-71.01889,361,1,5.6
408,United,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ORD,41.97707,-87.901184,362,1,7.32
409,United,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ORD,41.97707,-87.901184,368,1,10.45
410,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,371,1,3.68
411,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,371,1,3.7199999999999998
412,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,372,1,5.52
413,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,372,1,5.55
414,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,372,1,6.8
415,United,CHS,32.885193,-80.03694,ZFV,39.955658,-75.18212,EWR,40.69297,-74.17799,594,1,4.8
416,United,CHS,32.885193,-80.03694,ZFV,39.955658,-75.18212,EWR,40.69297,-74.17799,594,1,5.03
417,United,CHS,32.885193,-80.03694,ZFV,39.955658,-75.18212,EWR,40.69297,-74.17799,594,1,5.45
418,United,CHS,32.885193,-80.03694,ZFV,39.955658,-75.18212,EWR,40.69297,-74.17799,594,1,5.6
419,United,CHS,32.885193,-80.03694,ZFV,39.955658,-75.18212,EWR,40.69297,-74.17799,594,1,5.92
420,United,CHS,32.885193,-80.03694,ZFV,39.955658,-75.18212,EWR,40.69297,-74.17799,594,1,6.28
421,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ZZZ,40,-100,620,0,1.85
422,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ZZZ,40,-100,620,0,1.9
423,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ZZZ,40,-100,620,0,1.9
424,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ZZZ,40,-100,620,0,2.07
425,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ZZZ,40,-100,620,0,2.07
426,American Airlines,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,CLT,35.220448,-80.94377,627,1,3.73
427,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,4.0
428,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,4.03
429,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,4.07
430,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,4.33
431,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,4.52
432,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,4.75
433,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,5.63
434,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,5.75
435,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,5.75
436,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,6.63
437,Delta,CHS,32.885193,-80.03694,PHL,39.87616,-75.242836,ATL,33.640545,-84.43341,628,1,6.88
438,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ZZZ,40,-100,188,0,2.83
439,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ZZZ,40,-100,188,0,2.88
440,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,IAH,29.9872,-95.34774,233,1,5.32
441,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ORD,41.97707,-87.901184,233,1,6.3
442,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ZZZ,40,-100,241,0,2.8
443,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ZZZ,40,-100,241,0,2.8
444,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,249,1,4.83
445,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,249,1,5.92
446,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,301,1,4.72
447,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,301,1,5.4
448,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,301,1,6.55
449,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,4.48
450,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,4.55
451,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,4.6
452,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,4.85
453,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,5.55
454,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,5.73
455,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,5.88
456,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,5.98
457,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,6.0
458,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,6.05
459,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,6.07
460,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,6.52
461,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,302,1,6.55
462,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,6.98
463,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,7.13
464,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,302,1,7.77
465,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,344,1,7.98
