,airline,departure,departureLat,departureLong,destination,destinationLat,destinationLong,layover,layoverLat,layoverLong,price,stops,travelTime
466,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,345,1,4.32
467,Delta,CHS,32.885193,-80.03694,DAL,32.845333,-96.84932,ATL,33.640545,-84.43341,345,1,4.38
468,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,345,1,4.98
469,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,IAH,29.9872,-95.34774,411,1,5.35
470,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,IAD,38.95216,-77.44883,411,1,5.58
471,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ORD,41.97707,-87.901184,411,1,6.13
472,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,IAD,38.95216,-77.44883,422,1,6.23
473,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,431,1,4.87
474,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,431,1,6.35
475,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,431,1,6.48
476,American Airlines,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,CLT,35.220448,-80.94377,431,1,7.97
477,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,433,1,4.38
478,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ATL,33.640545,-84.43341,433,1,4.53
479,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,EWR,40.69297,-74.17799,442,1,9.6
480,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,ORD,41.97707,-87.901184,515,1,5.53
481,United,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,IAD,38.95216,-77.44883,553,1,5.88
482,Delta,CHS,32.885193,-80.03694,DFW,32.899193,-97.04005,LGA,40.77289,-73.868805,554,1,7.75
483,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,239,1,7.83
484,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,239,1,9.05
485,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,239,1,9.58
486,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAH,29.9872,-95.34774,301,1,8.42
487,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAD,38.95216,-77.44883,301,1,10.92
488,Frontier Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DEN,39.84973,-104.67398,314,1,7.47
489,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,7.43
490,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,7.68
491,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,7.72
492,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,7.72
493,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,7.87
494,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,8.47
495,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAD,38.95216,-77.44883,350,1,8.57
496,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,8.68
497,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,8.72
498,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,JFK,40.645123,-73.78461,350,1,9.6
499,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,9.68
500,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,9.72
501,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAH,29.9872,-95.34774,350,1,9.92
502,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ATL,33.640545,-84.43341,350,1,10.15
503,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DTW,42.20911,-83.356346,350,1,10.57
504,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,JFK,40.645123,-73.78461,350,1,11.57
505,Delta,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,JFK,40.645123,-73.78461,350,1,11.63
506,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,353,1,7.7
507,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,353,1,8.47
508,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,353,1,10.38
509,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,359,1,11.97
510,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,373,1,7.43
511,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,373,1,7.88
512,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,373,1,10.6
513,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,374,1,8.12
514,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,374,1,10.35
515,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAH,29.9872,-95.34774,390,1,7.92
516,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,426,1,7.85
517,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,426,1,8.08
518,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,426,1,9.47
519,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,426,1,9.58
520,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,ORD,41.97707,-87.901184,427,1,7.8
521,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,DFW,32.899193,-97.04005,427,1,8.05
522,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,JFK,40.645123,-73.78461,497,1,15.6
523,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,EWR,40.69297,-74.17799,501,1,8.92
524,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,EWR,40.69297,-74.17799,501,1,9.6
525,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,EWR,40.69297,-74.17799,501,1,10.4
526,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,EWR,40.69297,-74.17799,501,1,11.32
527,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,EWR,40.69297,-74.17799,501,1,11.57
528,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAD,38.95216,-77.44883,507,1,9.52
529,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,JFK,40.645123,-73.78461,515,1,13.48
530,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,BOS,42.36514,-71.01889,524,1,11.0
531,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,BOS,42.36514,-71.01889,524,1,12.3
532,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAH,29.9872,-95.34774,529,1,8.25
533,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,EWR,40.69297,-74.17799,529,1,9.15
534,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,BOS,42.36514,-71.01889,530,1,14.28
535,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,BOS,42.36514,-71.01889,530,1,15.58
536,United,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,IAD,38.95216,-77.44883,567,1,7.97
537,JetBlue Airways,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,BOS,42.36514,-71.01889,592,1,10.9
538,Alaska Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,SEA,47.44359,-122.302505,592,1,9.83
539,American Airlines,CHS,32.885193,-80.03694,SFO,37.616714,-122.38709,CLT,35.220448,-80.94377,"1,037",1,7.65
540,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ZZZ,40,-100,178,0,2.83
541,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,IAD,38.95216,-77.44883,186,1,5.42
542,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ZZZ,40,-100,199,0,2.83
543,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,235,1,7.7
544,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,236,1,4.85
545,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,236,1,5.83
546,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,DFW,32.899193,-97.04005,236,1,7.25
547,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ZZZ,40,-100,258,0,2.83
548,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,265,1,5.03
549,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,265,1,5.8
550,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,265,1,7.07
551,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,DFW,32.899193,-97.04005,266,1,5.3
552,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,266,1,7.05
553,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,IAD,38.95216,-77.44883,307,1,5.75
554,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,DFW,32.899193,-97.04005,322,1,7.05
555,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,4.67
556,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,4.73
557,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,4.75
558,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,5.23
559,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,5.45
560,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,6.17
561,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,345,1,7.13
562,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,4.07
563,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,4.45
564,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,4.47
565,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,4.6
566,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,DFW,32.899193,-97.04005,347,1,5.05
567,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,MIA,25.795565,-80.27813,347,1,5.6
568,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,5.72
569,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,6.13
570,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,6.2
571,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,7.2
572,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,347,1,7.42
573,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,394,1,4.2
574,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,ATL,33.640545,-84.43341,394,1,5.73
575,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,IAD,38.95216,-77.44883,394,1,5.73
576,United,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,IAD,38.95216,-77.44883,394,1,5.97
577,American Airlines,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,CLT,35.220448,-80.94377,473,1,6.77
578,Delta,CHS,32.885193,-80.03694,IAH,29.9872,-95.34774,LGA,40.77289,-73.868805,515,1,7.07
579,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,182,1,4.28
580,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,182,1,4.28
581,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,182,1,5.05
582,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ORD,41.97707,-87.901184,187,1,6.98
583,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,225,1,4.1
584,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,225,1,5.93
585,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,225,1,5.98
586,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ZZZ,40,-100,249,0,2.02
587,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,257,1,3.7
588,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,257,1,3.93
589,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,257,1,5.82
590,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,257,1,6.15
591,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,257,1,7.03
592,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,DFW,32.899193,-97.04005,311,1,9.22
593,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,317,1,3.63
594,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,PHL,39.87616,-75.242836,318,1,6.0
595,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,352,1,3.85
596,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,352,1,5.35
597,JetBlue Airways,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,BOS,42.36514,-71.01889,366,1,5.25
598,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,IAD,38.95216,-77.44883,369,1,3.73
599,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,IAD,38.95216,-77.44883,369,1,3.73
600,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,IAD,38.95216,-77.44883,369,1,3.95
601,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ORD,41.97707,-87.901184,378,1,7.43
602,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ZZZ,40,-100,389,0,2.12
603,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,EWR,40.69297,-74.17799,391,1,6.98
604,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,IAD,38.95216,-77.44883,397,1,4.23
605,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,397,1,4.37
606,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,397,1,4.47
607,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,EWR,40.69297,-74.17799,397,1,5.07
608,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ORD,41.97707,-87.901184,397,1,5.23
609,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,EWR,40.69297,-74.17799,397,1,5.73
610,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,397,1,6.2
611,United,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,EWR,40.69297,-74.17799,397,1,6.95
612,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,397,1,7.07
613,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,CLT,35.220448,-80.94377,476,1,4.33
614,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,4.33
615,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,4.52
616,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,4.57
617,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,5.07
618,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,LGA,40.77289,-73.868805,478,1,5.28
619,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,JFK,40.645123,-73.78461,478,1,5.32
620,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,5.33
621,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,5.38
622,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,5.58
623,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,5.77
624,American Airlines,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,PHL,39.87616,-75.242836,478,1,5.88
625,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,ATL,33.640545,-84.43341,478,1,6.33
626,Delta,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,LGA,40.77289,-73.868805,478,1,7.22
627,JetBlue Airways,CHS,32.885193,-80.03694,DTW,42.20911,-83.356346,BOS,42.36514,-71.01889,500,1,5.4
628,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,239,1,6.67
629,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,239,1,6.85
630,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,239,1,6.95
631,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,239,1,7.85
632,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,239,1,9.0
633,Frontier Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,DEN,39.84973,-104.67398,307,1,7.25
634,JetBlue Airways,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,332,1,15.75
635,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,IAD,38.95216,-77.44883,333,1,8.08
636,JetBlue Airways,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,346,1,9.32
637,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,6.7
638,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,6.87
639,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,7.0
640,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,7.33
641,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,7.43
642,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,7.58
643,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,7.83
644,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.0
645,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,DTW,42.20911,-83.356346,350,1,8.08
646,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.17
647,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.33
648,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.38
649,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.47
650,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,350,1,8.73
651,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.83
652,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,8.9
653,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,9.17
654,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,350,1,9.27
655,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,9.33
656,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,350,1,9.42
657,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,9.47
658,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,9.52
659,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,9.98
660,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ATL,33.640545,-84.43341,350,1,9.98
661,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,DTW,42.20911,-83.356346,350,1,10.57
662,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,350,1,10.58
663,Delta,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,350,1,11.33
664,JetBlue Airways,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,FLL,26.072435,-80.1436,373,1,9.05
665,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,IAD,38.95216,-77.44883,390,1,7.73
666,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ORD,41.97707,-87.901184,390,1,8.93
667,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,IAD,38.95216,-77.44883,390,1,9.23
668,JetBlue Airways,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,416,1,9.3
669,JetBlue Airways,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,JFK,40.645123,-73.78461,422,1,15.7
670,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,7.58
671,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,7.63
672,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,7.78
673,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,7.98
674,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,8.47
675,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,9.2
676,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,9.28
677,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,9.82
678,American Airlines,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,CLT,35.220448,-80.94377,427,1,10.05
679,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,IAH,29.9872,-95.34774,428,1,7.33
680,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ORD,41.97707,-87.901184,450,1,8.27
681,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,ORD,41.97707,-87.901184,450,1,8.27
682,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,EWR,40.69297,-74.17799,479,1,9.58
683,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,EWR,40.69297,-74.17799,479,1,10.58
684,United,CHS,32.885193,-80.03694,LAX,33.943325,-118.4056,IAD,38.95216,-77.44883,481,1,8.38
685,Frontier Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,DEN,39.84973,-104.67398,293,1,7.63
686,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,350,1,8.62
687,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,IAH,29.9872,-95.34774,350,1,8.82
688,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,350,1,9.83
689,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,DFW,32.899193,-97.04005,350,1,10.53
690,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,DFW,32.899193,-97.04005,374,1,9.32
691,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,CLT,35.220448,-80.94377,378,1,7.52
692,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,DFW,32.899193,-97.04005,379,1,8.4
693,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,MIA,25.795565,-80.27813,379,1,12.3
694,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,7.35
695,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,7.48
696,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,8.23
697,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,8.48
698,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ORD,41.97707,-87.901184,390,1,8.65
699,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,8.95
