,Unnamed: 0,airline,departure,destination,layover,price,stops,travelTime,airlineCode,departureCode,destinationCode,layoverCode
304,304,Delta,CHS,JFK,ZZZ,174,0,2.18,81.0,67.0,52.0,73.0
305,305,JetBlue Airways,CHS,JFK,ZZZ,194,0,1.92,50.0,67.0,52.0,73.0
306,306,JetBlue Airways,CHS,JFK,ZZZ,194,0,2.18,50.0,67.0,52.0,73.0
307,307,American Airlines,CHS,JFK,CLT,228,1,3.82,61.0,67.0,52.0,75.0
308,308,American Airlines,CHS,JFK,CLT,228,1,5.15,61.0,67.0,52.0,75.0
309,309,American Airlines,CHS,JFK,CLT,228,1,5.92,61.0,67.0,52.0,75.0
310,310,Delta,CHS,JFK,ZZZ,243,0,1.93,81.0,67.0,52.0,73.0
311,311,Delta,CHS,JFK,ZZZ,243,0,2.17,81.0,67.0,52.0,73.0
312,312,Delta,CHS,JFK,ATL,251,1,4.92,81.0,67.0,52.0,45.0
313,313,Delta,CHS,JFK,ATL,251,1,5.02,81.0,67.0,52.0,45.0
314,314,JetBlue Airways,CHS,JFK,ZZZ,314,0,2.0,50.0,67.0,52.0,73.0
315,315,American Airlines,CHS,JFK,CLT,321,1,3.97,61.0,67.0,52.0,75.0
316,316,American Airlines,CHS,JFK,CLT,321,1,4.48,61.0,67.0,52.0,75.0
317,317,American Airlines,CHS,JFK,CLT,321,1,4.58,61.0,67.0,52.0,75.0
318,318,American Airlines,CHS,JFK,CLT,321,1,6.18,61.0,67.0,52.0,75.0
319,319,Delta,CHS,JFK,ATL,322,1,6.13,81.0,67.0,52.0,45.0
320,320,American Airlines,CHS,JFK,DCA,322,1,6.68,61.0,67.0,52.0,25.0
321,321,American Airlines,CHS,JFK,CLT,391,1,4.8,61.0,67.0,52.0,75.0
322,322,Delta,CHS,JFK,ATL,402,1,4.45,81.0,67.0,52.0,45.0
323,323,Delta,CHS,JFK,ATL,402,1,6.13,81.0,67.0,52.0,45.0
324,324,Delta,CHS,JFK,ATL,402,1,7.38,81.0,67.0,52.0,45.0
325,325,Delta,CHS,JFK,ATL,502,1,4.53,81.0,67.0,52.0,45.0
326,326,Delta,CHS,JFK,ATL,672,1,4.58,81.0,67.0,52.0,45.0
327,327,Delta,CHS,JFK,ATL,672,1,5.58,81.0,67.0,52.0,45.0
328,328,Delta,CHS,JFK,ATL,672,1,6.58,81.0,67.0,52.0,45.0
329,329,American Airlines,CHS,MIA,ZZZ,111,0,1.83,61.0,67.0,64.0,73.0
330,330,American Airlines,CHS,MIA,ZZZ,136,0,1.87,61.0,67.0,64.0,73.0
331,331,American Airlines,CHS,MIA,ZZZ,195,0,1.72,61.0,67.0,64.0,73.0
332,332,American Airlines,CHS,MIA,ZZZ,195,0,1.78,61.0,67.0,64.0,73.0
333,333,American Airlines,CHS,MIA,CLT,242,1,4.1,61.0,67.0,64.0,75.0
334,334,American Airlines,CHS,MIA,CLT,242,1,4.35,61.0,67.0,64.0,75.0
335,335,American Airlines,CHS,MIA,CLT,242,1,5.22,61.0,67.0,64.0,75.0
336,336,American Airlines,CHS,MIA,CLT,242,1,5.93,61.0,67.0,64.0,75.0
337,337,American Airlines,CHS,MIA,CLT,242,1,6.92,61.0,67.0,64.0,75.0
338,338,United,CHS,MIA,IAH,247,1,6.12,24.0,67.0,64.0,5.0
339,339,United,CHS,MIA,ORD,271,1,10.82,24.0,67.0,64.0,71.0
340,340,United,CHS,MIA,EWR,278,1,10.43,24.0,67.0,64.0,39.0
341,341,United,CHS,MIA,EWR,278,1,11.43,24.0,67.0,64.0,39.0
342,342,Delta,CHS,MIA,ATL,284,1,5.88,81.0,67.0,64.0,45.0
343,343,Delta,CHS,MIA,ATL,284,1,7.1,81.0,67.0,64.0,45.0
344,344,United,CHS,MIA,IAH,288,1,6.43,24.0,67.0,64.0,5.0
345,345,United,CHS,MIA,IAH,288,1,8.42,24.0,67.0,64.0,5.0
346,346,United,CHS,MIA,EWR,313,1,7.05,24.0,67.0,64.0,39.0
347,347,Delta,CHS,MIA,ATL,319,1,4.07,81.0,67.0,64.0,45.0
348,348,United,CHS,MIA,EWR,321,1,9.18,24.0,67.0,64.0,39.0
349,349,Delta,CHS,MIA,ATL,325,1,8.63,81.0,67.0,64.0,45.0
350,350,Delta,CHS,MIA,ATL,325,1,9.37,81.0,67.0,64.0,45.0
351,351,Delta,CHS,MIA,ATL,325,1,9.63,81.0,67.0,64.0,45.0
352,352,Delta,CHS,MIA,ATL,325,1,9.72,81.0,67.0,64.0,45.0
353,353,Delta,CHS,MIA,ATL,325,1,10.63,81.0,67.0,64.0,45.0
354,354,Delta,CHS,MIA,ATL,325,1,10.72,81.0,67.0,64.0,45.0
355,355,Delta,CHS,MIA,ATL,325,1,10.73,81.0,67.0,64.0,45.0
356,356,American Airlines,CHS,MIA,CLT,338,1,4.52,61.0,67.0,64.0,75.0
357,357,American Airlines,CHS,MIA,CLT,338,1,4.87,61.0,67.0,64.0,75.0
358,358,American Airlines,CHS,MIA,CLT,338,1,5.17,61.0,67.0,64.0,75.0
359,359,American Airlines,CHS,MIA,CLT,338,1,5.93,61.0,67.0,64.0,75.0
360,360,American Airlines,CHS,MIA,CLT,338,1,6.02,61.0,67.0,64.0,75.0
361,361,American Airlines,CHS,MIA,CLT,338,1,6.48,61.0,67.0,64.0,75.0
362,362,Delta,CHS,MIA,ATL,339,1,3.82,81.0,67.0,64.0,45.0
363,363,Delta,CHS,MIA,ATL,339,1,3.88,81.0,67.0,64.0,45.0
364,364,Delta,CHS,MIA,ATL,339,1,3.9,81.0,67.0,64.0,45.0
365,365,Delta,CHS,MIA,ATL,339,1,4.13,81.0,67.0,64.0,45.0
366,366,Delta,CHS,MIA,ATL,339,1,4.25,81.0,67.0,64.0,45.0
367,367,Delta,CHS,MIA,ATL,339,1,4.77,81.0,67.0,64.0,45.0
368,368,Delta,CHS,MIA,ATL,339,1,4.9,81.0,67.0,64.0,45.0
369,369,Delta,CHS,MIA,ATL,339,1,4.9,81.0,67.0,64.0,45.0
370,370,Delta,CHS,MIA,ATL,339,1,5.25,81.0,67.0,64.0,45.0
371,371,Delta,CHS,MIA,ATL,339,1,5.28,81.0,67.0,64.0,45.0
372,372,Delta,CHS,MIA,ATL,339,1,6.25,81.0,67.0,64.0,45.0
373,373,Delta,CHS,MIA,ATL,339,1,6.37,81.0,67.0,64.0,45.0
374,374,Delta,CHS,MIA,ATL,339,1,6.92,81.0,67.0,64.0,45.0
375,375,Delta,CHS,MIA,ATL,339,1,7.03,81.0,67.0,64.0,45.0
376,376,United,CHS,MIA,EWR,362,1,5.8,24.0,67.0,64.0,39.0
377,377,Delta,CHS,MIA,ATL,400,1,10.62,81.0,67.0,64.0,45.0
378,378,Delta,CHS,MIA,ATL,493,1,7.37,81.0,67.0,64.0,45.0
379,379,Delta,CHS,MIA,ATL,493,1,8.37,81.0,67.0,64.0,45.0
380,380,Delta,CHS,MIA,ATL,525,1,8.12,81.0,67.0,64.0,45.0
381,381,Delta,CHS,MIA,ATL,525,1,8.8,81.0,67.0,64.0,45.0
382,382,Delta,CHS,MIA,ATL,525,1,9.13,81.0,67.0,64.0,45.0
383,383,Delta,CHS,MIA,ATL,525,1,11.15,81.0,67.0,64.0,45.0
384,384,Delta,CHS,MIA,JFK,792,1,7.85,81.0,67.0,64.0,52.0
385,385,Frontier Airlines,CHS,TTN,ZZZ,134,0,1.82,32.0,67.0,7.0,73.0
386,386,American Airlines,CHS,PHL,CLT,196,1,4.9,61.0,67.0,86.0,75.0
387,387,American Airlines,CHS,PHL,CLT,196,1,5.67,61.0,67.0,86.0,75.0
388,388,American Airlines,CHS,PHL,CLT,233,1,3.77,61.0,67.0,86.0,75.0
389,389,American Airlines,CHS,PHL,CLT,233,1,4.45,61.0,67.0,86.0,75.0
390,390,American Airlines,CHS,PHL,CLT,233,1,5.82,61.0,67.0,86.0,75.0
391,391,Delta,CHS,PHL,ATL,234,1,5.37,81.0,67.0,86.0,45.0
392,392,United,CHS,PHL,ORD,287,1,7.43,24.0,67.0,86.0,71.0
393,393,JetBlue Airways,CHS,PHL,BOS,300,1,8.98,50.0,67.0,86.0,21.0
394,394,JetBlue Airways,CHS,PHL,BOS,300,1,10.28,50.0,67.0,86.0,21.0
395,395,JetBlue Airways,CHS,PHL,BOS,307,1,4.72,50.0,67.0,86.0,21.0
396,396,JetBlue Airways,CHS,PHL,BOS,307,1,6.02,50.0,67.0,86.0,21.0
397,397,JetBlue Airways,CHS,PHL,BOS,307,1,6.58,50.0,67.0,86.0,21.0
398,398,United,CHS,PHL,ORD,322,1,8.2,24.0,67.0,86.0,71.0
399,399,American Airlines,CHS,PHL,CLT,327,1,3.98,61.0,67.0,86.0,75.0
400,400,American Airlines,CHS,PHL,CLT,327,1,4.03,61.0,67.0,86.0,75.0
401,401,American Airlines,CHS,PHL,CLT,327,1,5.18,61.0,67.0,86.0,75.0
402,402,American Airlines,CHS,PHL,CLT,327,1,6.15,61.0,67.0,86.0,75.0
403,403,American Airlines,CHS,PHL,CLT,327,1,6.68,61.0,67.0,86.0,75.0
404,404,Delta,CHS,PHL,ATL,328,1,5.13,81.0,67.0,86.0,45.0
405,405,Delta,CHS,PHL,ATL,328,1,6.58,81.0,67.0,86.0,45.0
406,406,Delta,CHS,PHL,ATL,328,1,6.75,81.0,67.0,86.0,45.0
407,407,JetBlue Airways,CHS,PHL,BOS,361,1,5.6,50.0,67.0,86.0,21.0
408,408,United,CHS,PHL,ORD,362,1,7.32,24.0,67.0,86.0,71.0
409,409,United,CHS,PHL,ORD,368,1,10.45,24.0,67.0,86.0,71.0
410,410,American Airlines,CHS,PHL,CLT,371,1,3.68,61.0,67.0,86.0,75.0
411,411,American Airlines,CHS,PHL,CLT,371,1,3.72,61.0,67.0,86.0,75.0
412,412,Delta,CHS,PHL,ATL,372,1,5.52,81.0,67.0,86.0,45.0
413,413,Delta,CHS,PHL,ATL,372,1,5.55,81.0,67.0,86.0,45.0
414,414,Delta,CHS,PHL,ATL,372,1,6.8,81.0,67.0,86.0,45.0
415,415,United,CHS,ZFV,EWR,594,1,4.8,24.0,67.0,57.0,39.0
416,416,United,CHS,ZFV,EWR,594,1,5.03,24.0,67.0,57.0,39.0
417,417,United,CHS,ZFV,EWR,594,1,5.45,24.0,67.0,57.0,39.0
418,418,United,CHS,ZFV,EWR,594,1,5.6,24.0,67.0,57.0,39.0
419,419,United,CHS,ZFV,EWR,594,1,5.92,24.0,67.0,57.0,39.0
420,420,United,CHS,ZFV,EWR,594,1,6.28,24.0,67.0,57.0,39.0
421,421,American Airlines,CHS,PHL,ZZZ,620,0,1.85,61.0,67.0,86.0,73.0
422,422,American Airlines,CHS,PHL,ZZZ,620,0,1.9,61.0,67.0,86.0,73.0
423,423,American Airlines,CHS,PHL,ZZZ,620,0,1.9,61.0,67.0,86.0,73.0
424,424,American Airlines,CHS,PHL,ZZZ,620,0,2.07,61.0,67.0,86.0,73.0
425,425,American Airlines,CHS,PHL,ZZZ,620,0,2.07,61.0,67.0,86.0,73.0
426,426,American Airlines,CHS,PHL,CLT,627,1,3.73,61.0,67.0,86.0,75.0
427,427,Delta,CHS,PHL,ATL,628,1,4.0,81.0,67.0,86.0,45.0
428,428,Delta,CHS,PHL,ATL,628,1,4.03,81.0,67.0,86.0,45.0
429,429,Delta,CHS,PHL,ATL,628,1,4.07,81.0,67.0,86.0,45.0
430,430,Delta,CHS,PHL,ATL,628,1,4.33,81.0,67.0,86.0,45.0
431,431,Delta,CHS,PHL,ATL,628,1,4.52,81.0,67.0,86.0,45.0
432,432,Delta,CHS,PHL,ATL,628,1,4.75,81.0,67.0,86.0,45.0
433,433,Delta,CHS,PHL,ATL,628,1,5.63,81.0,67.0,86.0,45.0
434,434,Delta,CHS,PHL,ATL,628,1,5.75,81.0,67.0,86.0,45.0
435,435,Delta,CHS,PHL,ATL,628,1,5.75,81.0,67.0,86.0,45.0
436,436,Delta,CHS,PHL,ATL,628,1,6.63,81.0,67.0,86.0,45.0
437,437,Delta,CHS,PHL,ATL,628,1,6.88,81.0,67.0,86.0,45.0
438,438,American Airlines,CHS,DFW,ZZZ,188,0,2.83,61.0,67.0,42.0,73.0
439,439,American Airlines,CHS,DFW,ZZZ,188,0,2.88,61.0,67.0,42.0,73.0
440,440,United,CHS,DFW,IAH,233,1,5.32,24.0,67.0,42.0,5.0
441,441,United,CHS,DFW,ORD,233,1,6.3,24.0,67.0,42.0,71.0
442,442,American Airlines,CHS,DFW,ZZZ,241,0,2.8,61.0,67.0,42.0,73.0
443,443,American Airlines,CHS,DFW,ZZZ,241,0,2.8,61.0,67.0,42.0,73.0
444,444,Delta,CHS,DAL,ATL,249,1,4.83,81.0,67.0,25.0,45.0
445,445,Delta,CHS,DFW,ATL,249,1,5.92,81.0,67.0,42.0,45.0
446,446,American Airlines,CHS,DFW,CLT,301,1,4.72,61.0,67.0,42.0,75.0
447,447,American Airlines,CHS,DFW,CLT,301,1,5.4,61.0,67.0,42.0,75.0
448,448,American Airlines,CHS,DFW,CLT,301,1,6.55,61.0,67.0,42.0,75.0
449,449,Delta,CHS,DFW,ATL,302,1,4.48,81.0,67.0,42.0,45.0
450,450,Delta,CHS,DAL,ATL,302,1,4.55,81.0,67.0,25.0,45.0
451,451,Delta,CHS,DAL,ATL,302,1,4.6,81.0,67.0,25.0,45.0
452,452,Delta,CHS,DAL,ATL,302,1,4.85,81.0,67.0,25.0,45.0
453,453,Delta,CHS,DAL,ATL,302,1,5.55,81.0,67.0,25.0,45.0
454,454,Delta,CHS,DFW,ATL,302,1,5.73,81.0,67.0,42.0,45.0
455,455,Delta,CHS,DFW,ATL,302,1,5.88,81.0,67.0,42.0,45.0
456,456,Delta,CHS,DFW,ATL,302,1,5.98,81.0,67.0,42.0,45.0
457,457,Delta,CHS,DFW,ATL,302,1,6.0,81.0,67.0,42.0,45.0
458,458,Delta,CHS,DAL,ATL,302,1,6.05,81.0,67.0,25.0,45.0
459,459,Delta,CHS,DAL,ATL,302,1,6.07,81.0,67.0,25.0,45.0
460,460,Delta,CHS,DFW,ATL,302,1,6.52,81.0,67.0,42.0,45.0
461,461,Delta,CHS,DAL,ATL,302,1,6.55,81.0,67.0,25.0,45.0
462,462,Delta,CHS,DFW,ATL,302,1,6.98,81.0,67.0,42.0,45.0
463,463,Delta,CHS,DFW,ATL,302,1,7.13,81.0,67.0,42.0,45.0
464,464,Delta,CHS,DFW,ATL,302,1,7.77,81.0,67.0,42.0,45.0
465,465,American Airlines,CHS,DFW,CLT,344,1,7.98,61.0,67.0,42.0,75.0
466,466,Delta,CHS,DFW,ATL,345,1,4.32,81.0,67.0,42.0,45.0
467,467,Delta,CHS,DAL,ATL,345,1,4.38,81.0,67.0,25.0,45.0
468,468,Delta,CHS,DFW,ATL,345,1,4.98,81.0,67.0,42.0,45.0
469,469,United,CHS,DFW,IAH,411,1,5.35,24.0,67.0,42.0,5.0
470,470,United,CHS,DFW,IAD,411,1,5.58,24.0,67.0,42.0,10.0
471,471,United,CHS,DFW,ORD,411,1,6.13,24.0,67.0,42.0,71.0
472,472,United,CHS,DFW,IAD,422,1,6.23,24.0,67.0,42.0,10.0
473,473,American Airlines,CHS,DFW,CLT,431,1,4.87,61.0,67.0,42.0,75.0
474,474,American Airlines,CHS,DFW,CLT,431,1,6.35,61.0,67.0,42.0,75.0
475,475,American Airlines,CHS,DFW,CLT,431,1,6.48,61.0,67.0,42.0,75.0
476,476,American Airlines,CHS,DFW,CLT,431,1,7.97,61.0,67.0,42.0,75.0
477,477,Delta,CHS,DFW,ATL,433,1,4.38,81.0,67.0,42.0,45.0
478,478,Delta,CHS,DFW,ATL,433,1,4.53,81.0,67.0,42.0,45.0
479,479,United,CHS,DFW,EWR,442,1,9.6,24.0,67.0,42.0,39.0
480,480,United,CHS,DFW,ORD,515,1,5.53,24.0,67.0,42.0,71.0
481,481,United,CHS,DFW,IAD,553,1,5.88,24.0,67.0,42.0,10.0
482,482,Delta,CHS,DFW,LGA,554,1,7.75,81.0,67.0,42.0,6.0
483,483,Delta,CHS,SFO,ATL,239,1,7.83,81.0,67.0,11.0,45.0
484,484,Delta,CHS,SFO,ATL,239,1,9.05,81.0,67.0,11.0,45.0
485,485,Delta,CHS,SFO,ATL,239,1,9.58,81.0,67.0,11.0,45.0
486,486,United,CHS,SFO,IAH,301,1,8.42,24.0,67.0,11.0,5.0
487,487,United,CHS,SFO,IAD,301,1,10.92,24.0,67.0,11.0,10.0
488,488,Frontier Airlines,CHS,SFO,DEN,314,1,7.47,32.0,67.0,11.0,67.0
489,489,Delta,CHS,SFO,ATL,350,1,7.43,81.0,67.0,11.0,45.0
490,490,Delta,CHS,SFO,ATL,350,1,7.68,81.0,67.0,11.0,45.0
491,491,Delta,CHS,SFO,ATL,350,1,7.72,81.0,67.0,11.0,45.0
492,492,Delta,CHS,SFO,ATL,350,1,7.72,81.0,67.0,11.0,45.0
493,493,Delta,CHS,SFO,ATL,350,1,7.87,81.0,67.0,11.0,45.0
494,494,Delta,CHS,SFO,ATL,350,1,8.47,81.0,67.0,11.0,45.0
495,495,United,CHS,SFO,IAD,350,1,8.57,24.0,67.0,11.0,10.0
496,496,Delta,CHS,SFO,ATL,350,1,8.68,81.0,67.0,11.0,45.0
497,497,Delta,CHS,SFO,ATL,350,1,8.72,81.0,67.0,11.0,45.0
498,498,Delta,CHS,SFO,JFK,350,1,9.6,81.0,67.0,11.0,52.0
499,499,Delta,CHS,SFO,ATL,350,1,9.68,81.0,67.0,11.0,45.0
500,500,Delta,CHS,SFO,ATL,350,1,9.72,81.0,67.0,11.0,45.0
501,501,United,CHS,SFO,IAH,350,1,9.92,24.0,67.0,11.0,5.0
502,502,Delta,CHS,SFO,ATL,350,1,10.15,81.0,67.0,11.0,45.0
503,503,Delta,CHS,SFO,DTW,350,1,10.57,81.0,67.0,11.0,18.0
504,504,Delta,CHS,SFO,JFK,350,1,11.57,81.0,67.0,11.0,52.0
505,505,Delta,CHS,SFO,JFK,350,1,11.63,81.0,67.0,11.0,52.0
506,506,American Airlines,CHS,SFO,DFW,353,1,7.7,61.0,67.0,11.0,42.0
507,507,American Airlines,CHS,SFO,DFW,353,1,8.47,61.0,67.0,11.0,42.0
508,508,American Airlines,CHS,SFO,DFW,353,1,10.38,61.0,67.0,11.0,42.0
509,509,American Airlines,CHS,SFO,DFW,359,1,11.97,61.0,67.0,11.0,42.0
510,510,American Airlines,CHS,SFO,CLT,373,1,7.43,61.0,67.0,11.0,75.0
511,511,American Airlines,CHS,SFO,CLT,373,1,7.88,61.0,67.0,11.0,75.0
512,512,American Airlines,CHS,SFO,CLT,373,1,10.6,61.0,67.0,11.0,75.0
513,513,American Airlines,CHS,SFO,DFW,374,1,8.12,61.0,67.0,11.0,42.0
514,514,American Airlines,CHS,SFO,DFW,374,1,10.35,61.0,67.0,11.0,42.0
515,515,United,CHS,SFO,IAH,390,1,7.92,24.0,67.0,11.0,5.0
516,516,American Airlines,CHS,SFO,CLT,426,1,7.85,61.0,67.0,11.0,75.0
517,517,American Airlines,CHS,SFO,CLT,426,1,8.08,61.0,67.0,11.0,75.0
518,518,American Airlines,CHS,SFO,CLT,426,1,9.47,61.0,67.0,11.0,75.0
519,519,American Airlines,CHS,SFO,CLT,426,1,9.58,61.0,67.0,11.0,75.0
520,520,American Airlines,CHS,SFO,ORD,427,1,7.8,61.0,67.0,11.0,71.0
521,521,American Airlines,CHS,SFO,DFW,427,1,8.05,61.0,67.0,11.0,42.0
522,522,JetBlue Airways,CHS,SFO,JFK,497,1,15.6,50.0,67.0,11.0,52.0
523,523,United,CHS,SFO,EWR,501,1,8.92,24.0,67.0,11.0,39.0
524,524,United,CHS,SFO,EWR,501,1,9.6,24.0,67.0,11.0,39.0
525,525,United,CHS,SFO,EWR,501,1,10.4,24.0,67.0,11.0,39.0
526,526,United,CHS,SFO,EWR,501,1,11.32,24.0,67.0,11.0,39.0
527,527,United,CHS,SFO,EWR,501,1,11.57,24.0,67.0,11.0,39.0
528,528,United,CHS,SFO,IAD,507,1,9.52,24.0,67.0,11.0,10.0
529,529,JetBlue Airways,CHS,SFO,JFK,515,1,13.48,50.0,67.0,11.0,52.0
530,530,JetBlue Airways,CHS,SFO,BOS,524,1,11.0,50.0,67.0,11.0,21.0
531,531,JetBlue Airways,CHS,SFO,BOS,524,1,12.3,50.0,67.0,11.0,21.0
532,532,United,CHS,SFO,IAH,529,1,8.25,24.0,67.0,11.0,5.0
533,533,United,CHS,SFO,EWR,529,1,9.15,24.0,67.0,11.0,39.0
534,534,JetBlue Airways,CHS,SFO,BOS,530,1,14.28,50.0,67.0,11.0,21.0
535,535,JetBlue Airways,CHS,SFO,BOS,530,1,15.58,50.0,67.0,11.0,21.0
536,536,United,CHS,SFO,IAD,567,1,7.97,24.0,67.0,11.0,10.0
537,537,JetBlue Airways,CHS,SFO,BOS,592,1,10.9,50.0,67.0,11.0,21.0
538,538,Alaska Airlines,CHS,SFO,SEA,592,1,9.83,40.0,67.0,11.0,54.0
539,539,American Airlines,CHS,SFO,CLT,"1,037",1,7.65,61.0,67.0,11.0,75.0
540,540,United,CHS,IAH,ZZZ,178,0,2.83,24.0,67.0,5.0,73.0
541,541,United,CHS,IAH,IAD,186,1,5.42,24.0,67.0,5.0,10.0
542,542,United,CHS,IAH,ZZZ,199,0,2.83,24.0,67.0,5.0,73.0
543,543,American Airlines,CHS,IAH,CLT,235,1,7.7,61.0,67.0,5.0,75.0
544,544,Delta,CHS,IAH,ATL,236,1,4.85,81.0,67.0,5.0,45.0
545,545,Delta,CHS,IAH,ATL,236,1,5.83,81.0,67.0,5.0,45.0
546,546,American Airlines,CHS,IAH,DFW,236,1,7.25,61.0,67.0,5.0,42.0
547,547,United,CHS,IAH,ZZZ,258,0,2.83,24.0,67.0,5.0,73.0
548,548,American Airlines,CHS,IAH,CLT,265,1,5.03,61.0,67.0,5.0,75.0
549,549,American Airlines,CHS,IAH,CLT,265,1,5.8,61.0,67.0,5.0,75.0
550,550,American Airlines,CHS,IAH,CLT,265,1,7.07,61.0,67.0,5.0,75.0
551,551,American Airlines,CHS,IAH,DFW,266,1,5.3,61.0,67.0,5.0,42.0
552,552,Delta,CHS,IAH,ATL,266,1,7.05,81.0,67.0,5.0,45.0
553,553,United,CHS,IAH,IAD,307,1,5.75,24.0,67.0,5.0,10.0
554,554,American Airlines,CHS,IAH,DFW,322,1,7.05,61.0,67.0,5.0,42.0
555,555,American Airlines,CHS,IAH,CLT,345,1,4.67,61.0,67.0,5.0,75.0
556,556,American Airlines,CHS,IAH,CLT,345,1,4.73,61.0,67.0,5.0,75.0
557,557,American Airlines,CHS,IAH,CLT,345,1,4.75,61.0,67.0,5.0,75.0
558,558,American Airlines,CHS,IAH,CLT,345,1,5.23,61.0,67.0,5.0,75.0
559,559,American Airlines,CHS,IAH,CLT,345,1,5.45,61.0,67.0,5.0,75.0
560,560,American Airlines,CHS,IAH,CLT,345,1,6.17,61.0,67.0,5.0,75.0
561,561,American Airlines,CHS,IAH,CLT,345,1,7.13,61.0,67.0,5.0,75.0
562,562,Delta,CHS,IAH,ATL,347,1,4.07,81.0,67.0,5.0,45.0
563,563,Delta,CHS,IAH,ATL,347,1,4.45,81.0,67.0,5.0,45.0
564,564,Delta,CHS,IAH,ATL,347,1,4.47,81.0,67.0,5.0,45.0
565,565,Delta,CHS,IAH,ATL,347,1,4.6,81.0,67.0,5.0,45.0
566,566,American Airlines,CHS,IAH,DFW,347,1,5.05,61.0,67.0,5.0,42.0
567,567,American Airlines,CHS,IAH,MIA,347,1,5.6,61.0,67.0,5.0,64.0
568,568,Delta,CHS,IAH,ATL,347,1,5.72,81.0,67.0,5.0,45.0
569,569,Delta,CHS,IAH,ATL,347,1,6.13,81.0,67.0,5.0,45.0
570,570,Delta,CHS,IAH,ATL,347,1,6.2,81.0,67.0,5.0,45.0
571,571,Delta,CHS,IAH,ATL,347,1,7.2,81.0,67.0,5.0,45.0
572,572,Delta,CHS,IAH,ATL,347,1,7.42,81.0,67.0,5.0,45.0
573,573,Delta,CHS,IAH,ATL,394,1,4.2,81.0,67.0,5.0,45.0
574,574,Delta,CHS,IAH,ATL,394,1,5.73,81.0,67.0,5.0,45.0
575,575,United,CHS,IAH,IAD,394,1,5.73,24.0,67.0,5.0,10.0
576,576,United,CHS,IAH,IAD,394,1,5.97,24.0,67.0,5.0,10.0
577,577,American Airlines,CHS,IAH,CLT,473,1,6.77,61.0,67.0,5.0,75.0
578,578,Delta,CHS,IAH,LGA,515,1,7.07,81.0,67.0,5.0,6.0
579,579,American Airlines,CHS,DTW,CLT,182,1,4.28,61.0,67.0,18.0,75.0
580,580,American Airlines,CHS,DTW,CLT,182,1,4.28,61.0,67.0,18.0,75.0
581,581,American Airlines,CHS,DTW,CLT,182,1,5.05,61.0,67.0,18.0,75.0
582,582,United,CHS,DTW,ORD,187,1,6.98,24.0,67.0,18.0,71.0
583,583,American Airlines,CHS,DTW,CLT,225,1,4.1,61.0,67.0,18.0,75.0
584,584,American Airlines,CHS,DTW,CLT,225,1,5.93,61.0,67.0,18.0,75.0
585,585,American Airlines,CHS,DTW,CLT,225,1,5.98,61.0,67.0,18.0,75.0
586,586,Delta,CHS,DTW,ZZZ,249,0,2.02,81.0,67.0,18.0,73.0
587,587,Delta,CHS,DTW,ATL,257,1,3.7,81.0,67.0,18.0,45.0
588,588,Delta,CHS,DTW,ATL,257,1,3.93,81.0,67.0,18.0,45.0
589,589,Delta,CHS,DTW,ATL,257,1,5.82,81.0,67.0,18.0,45.0
590,590,Delta,CHS,DTW,ATL,257,1,6.15,81.0,67.0,18.0,45.0
591,591,Delta,CHS,DTW,ATL,257,1,7.03,81.0,67.0,18.0,45.0
592,592,American Airlines,CHS,DTW,DFW,311,1,9.22,61.0,67.0,18.0,42.0
593,593,American Airlines,CHS,DTW,CLT,317,1,3.63,61.0,67.0,18.0,75.0
594,594,American Airlines,CHS,DTW,PHL,318,1,6.0,61.0,67.0,18.0,86.0
595,595,American Airlines,CHS,DTW,CLT,352,1,3.85,61.0,67.0,18.0,75.0
596,596,American Airlines,CHS,DTW,CLT,352,1,5.35,61.0,67.0,18.0,75.0
597,597,JetBlue Airways,CHS,DTW,BOS,366,1,5.25,50.0,67.0,18.0,21.0
598,598,United,CHS,DTW,IAD,369,1,3.73,24.0,67.0,18.0,10.0
599,599,United,CHS,DTW,IAD,369,1,3.73,24.0,67.0,18.0,10.0
600,600,United,CHS,DTW,IAD,369,1,3.95,24.0,67.0,18.0,10.0
601,601,United,CHS,DTW,ORD,378,1,7.43,24.0,67.0,18.0,71.0
602,602,Delta,CHS,DTW,ZZZ,389,0,2.12,81.0,67.0,18.0,73.0
603,603,United,CHS,DTW,EWR,391,1,6.98,24.0,67.0,18.0,39.0
604,604,United,CHS,DTW,IAD,397,1,4.23,24.0,67.0,18.0,10.0
605,605,Delta,CHS,DTW,ATL,397,1,4.37,81.0,67.0,18.0,45.0
606,606,Delta,CHS,DTW,ATL,397,1,4.47,81.0,67.0,18.0,45.0
607,607,United,CHS,DTW,EWR,397,1,5.07,24.0,67.0,18.0,39.0
608,608,United,CHS,DTW,ORD,397,1,5.23,24.0,67.0,18.0,71.0
609,609,United,CHS,DTW,EWR,397,1,5.73,24.0,67.0,18.0,39.0
610,610,Delta,CHS,DTW,ATL,397,1,6.2,81.0,67.0,18.0,45.0
611,611,United,CHS,DTW,EWR,397,1,6.95,24.0,67.0,18.0,39.0
612,612,Delta,CHS,DTW,ATL,397,1,7.07,81.0,67.0,18.0,45.0
613,613,American Airlines,CHS,DTW,CLT,476,1,4.33,61.0,67.0,18.0,75.0
614,614,Delta,CHS,DTW,ATL,478,1,4.33,81.0,67.0,18.0,45.0
